iso_o,Country,Time,gdp,gdp_pct,population,trade_gdp_ratio,log_gdp,log_trade_gdp_ratio,country,landlocked,continent,lat,lon,langoff_1,colonizer1,category,development,TIME_PERIOD,log_gdp_pct,log_population,D_log_gdp_pct,D_log_gdp,pageRank_unique.wpr,close_unique.closeness,outdegree_unique.degree,indegree_unique.degree,local_clust_tt_unique,local_clust_out_unique,pageRank_repro.wpr,close_repro.closeness,outdegree_repro.degree,indegree_repro.degree,local_clust_tt_repro,local_clust_out_repro,pageRank_total.wpr,close_total.closeness,outdegree_total.degree,indegree_total.degree,local_clust_tt_total,local_clust_out_total
DOM,Dominican Republic,2004,22322387382.49,2451.69,9104892.0,81.35,23.828855930320632,4.398760833665047,Dominican Republic,0,America,18.5,-69.783333,Spanish,FRA,Emerging and Developing Economies,0.0,2004,7.804533,16.024323,0.028308392,0.042051315,0.0023684929738038,28.5127261385767,2.40871929688483,2.69085453782087,0.896241992052451,0.905225893787556,0.0030517402942016,7850.21235024577,154.246319846336,209.591154220533,0.981461808449371,0.995095791553076,0.0033736771444029,43867.7174039656,983.600926528824,1326.72994239708,0.970644613173111,0.972145066620101
ECU,Ecuador,2004,35194947000.0,2586.21,13608701.0,56.07,24.28416835810965,4.026600910135581,Ecuador,0,America,-0.23333333,-78.5,Spanish,ESP,Emerging and Developing Economies,0.0,2004,7.8579488,16.42622,0.11051607,0.12803841,0.0020527967525623,38.6982719359644,2.42154646089229,2.70378173591817,0.940229926868507,0.971230224321133,0.0039724045446836,1127.01029592001,18.448039849216,218.49499715327,0.94766788060649,0.866598754849439,0.0025631910050321,42119.4580538262,1441.78593308909,1126.67968097778,0.955495402728147,0.948985314690006
EGY,"Egypt, Arab Rep.",2004,78782467532.47,991.26,79477443.0,57.82,25.089956315812184,4.0573347365882,Egypt,0,Africa,30.049999,31.25,Arabic,GBR,Emerging and Developing Economies,0.0,2004,6.8989768,18.190985,-0.039579391,-0.018936157,0.0022953496497066,173.667569626852,7.27579344082137,3.4791753150111,0.931009737020523,0.934466606298226,0.003179896498159,2205.43255976866,60.6322086415657,320.390660213744,0.94055182380457,0.786578277681593,0.0036252514263171,26083.2863151425,1643.96189513354,2463.15136509265,0.959397858556287,0.93774833325941
SLV,El Salvador,2004,13724810900.0,2285.69,6004671.0,69.78,23.34247104646932,4.245347435758628,El Salvador,0,America,13.666667,-89.166664,Spanish,ESP,Emerging and Developing Economies,0.0,2004,7.7344232,15.608048,0.034657478,0.035667419,0.0019652726037328,9.00025617801995,1.75823424778957,1.99855176370664,0.911110186764277,0.917797494780793,0.0028502783244205,2415.18073988001,47.8837948774932,133.818706036929,0.95760312260228,0.911048122314284,0.0027507708615537,35842.9639086538,748.836646090076,1011.52471843841,0.975599124313638,0.970971063304666
GNQ,Equatorial Guinea,2004,4410764338.67,4901.3,899917.0,,22.2073138308134,,Equatorial Guinea,0,Africa,3.75,8.8000002,Spanish,ESP,Emerging and Developing Economies,0.0,2004,8.4972553,13.710058,0.51429272,0.57387733,0.0011925438841759,0.0,0.0,1.39334810966091,1.0,0.0,0.0018788157964919,51.0413010403494,2.39920960252054,21.2111347757703,0.980835018364919,0.876840926707433,0.001725983942969,24697.7440208277,672.941852234376,184.36990389278,0.997536149595777,0.998563917259353
EST,Estonia,2004,12148595031.06,8916.07,1362550.0,129.95,23.22047936474299,4.867149761087499,Estonia,0,Europe,59.416668,24.75,Estonian,RUS,Advanced Economies,1.0,2004,9.0956106,14.124868,0.21302319,0.20704651,0.0023163103153661,81.4787245498552,3.67573459980751,2.80395033992255,0.93193426204068,0.959268568807607,0.0030175134772148,6632.32538954366,306.706714300304,329.999167138713,0.928010026418036,0.9046634450638,0.0027742651411393,17987.4161630842,973.846015984096,1245.52751746638,0.95882838613511,0.960448775266264
SWZ,Eswatini,2004,2770082791.5,2581.24,1073159.0,,21.74214304532716,,Eswatini,1,Africa,-26.333334,31.133333,Swati,GBR,Emerging and Developing Economies,0.0,2004,7.8560252,13.886117,0.22547674,0.23151207,0.0012111746015025,5.70858577716735,1.43664585359119,1.81345839860398,0.87996464773998,0.846223021582734,0.0016125822725012,1392.74457237184,19.6311914906773,11.4665539778892,0.941382415208223,0.913672258775362,0.0017702846159258,8858.24662333109,266.683199479488,113.258189558366,0.957939977625442,0.935735188799123
ETH,Ethiopia,2004,10131187261.44,133.17,76077206.0,,23.03888435085068,,Ethiopia,1,Africa,9.0500002,38.833332,Amharic,,Emerging and Developing Economies,0.0,2004,4.8916264,18.147259,0.13116312,0.16110611,0.0017299038953244,19.2212507595397,2.13670702457134,2.05936253158736,0.886697182461177,0.94098586017282,0.0035557978737412,71.3533427672947,4.0247389479991,90.7930279254579,0.917537032292726,0.881093951999437,0.002569875089789,5314.5501271609,179.269261413369,515.876806730766,0.950787593246948,0.951416363714758
FJI,Fiji,2004,2708078476.63,3097.19,874366.0,125.12,21.719505171129715,4.829273276797001,Fiji,0,Pacific,-18.133333,178.41667,English,GBR,Emerging and Developing Economies,0.0,2004,8.0382509,13.681254,0.15383244,0.16311646,0.0015352514835229,18.6814624572047,1.96498178562971,1.96985314917963,0.823510222834827,0.743939393939394,0.0020994579326824,213.596574309351,5.21130608676907,34.1711316630302,0.909446736348382,0.693572341170056,0.0020807386382131,10060.9118027164,183.117160157967,303.710933380934,0.961322894807992,0.947507124159939
FIN,Finland,2004,197458297639.77,37768.13,5228172.0,70.97,26.008793247801,4.262257252536892,Finland,0,Europe,60.133335,25.0,Swedish,RUS,Advanced Economies,1.0,2004,10.539221,15.469572,0.13738251,0.14028549,0.0032183557740859,189.38931850899,8.76635567612072,9.24842703142578,0.889883018176238,0.935990125306289,0.0068617074802011,11762.7801756918,2004.00683886646,1620.57122241437,0.885076946671656,0.840548697174626,0.0050220286171228,52059.8405138193,5420.928420478,5074.89663263032,0.972416445631694,0.966566712700942
FRA,France,2004,2109792297237.03,33644.93,62707588.0,53.75,28.37761062124283,3.984343667007772,France,0,Europe,48.866665,2.3333333,French,,Advanced Economies,1.0,2004,10.423617,17.953993,0.13216591,0.13949394,0.0354317608470422,1100.51607501405,378.710941274953,153.525942515356,0.822282423817924,0.838091848066981,0.0361684579670639,20360.5836307747,4980.92080918845,5223.39362899042,0.868373427120061,0.839027423607584,0.0354592042217442,107811.374583911,28470.1894947079,29942.4765814366,0.961029638402705,0.959682810836361
PYF,French Polynesia,2004,5564109981.91,21764.22,255654.0,,22.439602877510666,,French Polynesia,0,Pacific,-17.533333,-149.56667,French,FRA,,1.0,2004,9.9880228,12.45158,0.10561085,0.12144852,0.0021336797811711,32.6835443746029,1.94551358173495,3.05696533685047,0.92874829494609,0.981527093596059,0.0018645636284687,118.856704866198,3.05910813733828,44.374685623976,0.982234640724329,0.938456365581538,0.002078565465591,4858.66883094069,78.086620027179,302.296526427775,0.988424472419283,0.991177280367205
GAB,Gabon,2004,7770219008.21,5465.79,1421609.0,81.77,22.77356418731356,4.403910428173885,Gabon,0,Africa,0.38333333,9.416667,French,FRA,Emerging and Developing Economies,0.0,2004,8.6062641,14.1673,0.14866161,0.17666626,0.001531698520956,112.581758018867,3.47794657244541,1.90301294347874,0.965825902669145,0.999826753257039,0.0025770778013128,257.08260298909,4.925147951342,48.6618181991007,0.975591132142116,0.853818369138482,0.0020123554664099,32421.535075569,692.320120409363,256.604903824704,0.97892753827872,0.976119074219885
GMB,"Gambia, The",2004,961900651.42,593.29,1621312.0,49.93,20.68442173034478,3.910622024512518,The Gambia,0,Africa,13.466666,-16.65,English,GBR,Emerging and Developing Economies,0.0,2004,6.3856831,14.298746,0.65324831,0.68056679,0.0011091389856187,1.06809894264515,1.63073743305345,1.61836230081587,0.971862068965517,0.952777777777778,0.0017486635095724,42.7327015606939,2.81254771155696,21.3717694310935,0.955313412460605,0.858898364322662,0.0019114319049364,1114.66674634718,21.2256997609923,136.522039357323,0.973803626758387,0.942901384691878
GEO,Georgia,2004,5125365191.99,1305.05,3927340.0,79.04,22.357467616405884,4.369954053439613,Georgia,0,Asia,41.716667,44.816666,Georgian,RUS,Emerging and Developing Economies,0.0,2004,7.1739964,15.183473,0.25626087,0.25006485,0.0015176771186773,20.3655432961926,2.02012443280795,1.99047701709591,0.887469109758303,0.96073881275675,0.0023151294660628,368.676274027535,9.60261200869081,67.3770849216516,0.948668611645741,0.923702759753889,0.0021690693353311,9552.18834492376,268.33670985098,425.401197538184,0.947458804656708,0.936308150650344
DEU,Germany,2004,2852317768061.78,34566.74,82516260.0,62.91,28.679153031650426,4.141705133581938,Germany,0,Europe,52.533001,13.417,German,,Advanced Economies,1.0,2004,10.450647,18.228506,0.11826801,0.11805153,0.0363522838118277,798.073953073431,214.164378307775,145.069288839444,0.789896642790934,0.819336214408105,0.0536205696333374,28823.30102159,10380.1772004028,9204.87930014582,0.866326795059516,0.849311758572196,0.0506352967791485,141484.45834118,50659.7464944366,42011.9433345178,0.964149664393412,0.963561843114276
GHA,Ghana,2004,8881417906.71,406.13,21868298.0,99.67,22.90722705538298,4.601864728979365,Ghana,0,Africa,5.5500002,-0.25,English,GBR,Emerging and Developing Economies,0.0,2004,6.0066733,16.900549,0.12502384,0.15151596,0.0018690066103618,93.9088992506234,3.47499576728756,2.12156708658089,0.899101200362818,0.923279844015557,0.0026921462334213,142.781620617597,6.32543911386676,122.336648378487,0.944601024470015,0.731677849087073,0.0027697425944951,13560.1503951765,521.856724275269,783.043777499298,0.963792114003247,0.974726824001354
GRC,Greece,2004,234979615898.22,21449.26,10955141.0,49.83,26.182764606469725,3.908617212293313,Greece,0,Europe,38.0,23.733334,Greek,TUR,Advanced Economies,1.0,2004,9.9734449,16.20932,0.17417336,0.17664719,0.0037923172918236,218.0635793505,10.7831860262907,13.198605797253,0.878753024692064,0.929757928726835,0.0047691651550491,4513.25304891521,229.25161806073,803.414735251424,0.93989184967272,0.834152393817014,0.0065507588254562,30019.7562711964,2018.13811771248,5509.60057156676,0.959563954842092,0.93935490405465
GRL,Greenland,2004,1822499769.24,32031.0,56898.0,88.15,21.3234748952298,4.47903990884388,Greenland,0,America,64.183334,-51.733334,Greenlandic,DNK,,1.0,2004,10.374459,10.949016,0.15373135,0.15631866,0.0008911897079699,93.7902011001951,3.28265619592472,1.65964527412094,0.998433596126711,1.0,0.001326601889257,131.012850715548,2.50384044596465,23.9066023121855,0.999994785936927,1.0,0.0015153320257082,11481.7739407547,131.153905704692,147.668433818009,0.999096270364238,0.998600859177785
GRD,Grenada,2004,599118592.59,5480.26,109323.0,,20.210970120773904,,Grenada,0,America,12.066667,-61.733334,English,GBR,Emerging and Developing Economies,0.0,2004,8.6089077,11.602062,0.0095891953,0.013612747,0.0014738798460445,14.0909444783746,1.55133872844999,1.54516674047472,0.861458333333333,0.990691114245416,0.0019786567890401,80.7214238106824,2.79364521858647,16.0267992560602,0.969293267559666,0.917507572166564,0.0019691881252632,703.897936320485,17.3247695957925,80.5525789583843,0.912018258214173,0.931904225515058
GTM,Guatemala,2004,23577298094.66,1840.91,12807402.0,70.21,23.8835501408703,4.2514907510291575,Guatemala,0,America,14.633333,-90.51667,Spanish,ESP,Emerging and Developing Economies,0.0,2004,7.5180154,16.365534,0.066454411,0.088685989,0.002883775154356,29.0505150502835,2.372100915873,2.59535537329907,0.902965689256601,0.951838610827375,0.003425695477943,1028.3431941246,27.7336826990917,183.911585712739,0.925000867050113,0.816608392817302,0.00373460666545,36076.8685877142,892.35991381212,1205.21217678853,0.945965988808771,0.941524763783705
GIN,Guinea,2004,5300767960.52,584.9,9062726.0,34.6,22.391117545219075,3.543853682063679,Guinea,0,Africa,9.5166664,-15.716666,French,FRA,Emerging and Developing Economies,0.0,2004,6.3714409,16.01968,0.031981468,0.05339241,0.0008772030378977,19.0078607047194,1.8004776446624,1.40484852577631,0.939723590585659,0.952045987444217,0.0019185862557255,66.1112266487539,3.06539729441154,33.887722695591,0.951339557725822,0.904818222273818,0.0020669986845086,7341.40399827827,251.360573844987,231.871287233878,0.977279168405071,0.981951366845746
GNB,Guinea-Bissau,2004,582169841.3,431.38,1349563.0,43.19,20.182272786663024,3.7656089869726097,Guinea-Bissau,0,Africa,11.866667,-15.65,Portuguese,PRT,Emerging and Developing Economies,0.0,2004,6.0669894,14.115292,0.027258873,0.050292969,0.0008228561821669,9.86714297460506,1.07185125395831,1.00151948705234,1.0,0.0,0.0015742584301614,45.7687393204875,2.19166209131669,9.68611943685747,0.936871493316747,0.777614619024311,0.0016184742010831,3910.60849800393,42.9459710313546,42.2211838444228,0.990583580918448,0.989870803439595
GUY,Guyana,2004,787814379.18,1033.31,762418.0,200.73,20.48477306065743,5.301960721462836,Guyana,0,America,6.7666669,-58.166668,English,GBR,Emerging and Developing Economies,0.0,2004,6.9405227,13.54425,0.059378147,0.058481216,0.001301519943725,14.0383485450449,1.37591727506962,1.5610222165677,0.925998300764656,1.0,0.0021827663939244,32.2718531636872,2.61987827614738,20.5158837215794,0.959410223877744,0.804646541886076,0.0021060432312628,6684.14317712723,167.190373800155,146.490764305588,0.942213904531456,0.951974132557328
HTI,Haiti,2004,6087360684.3,683.19,8910263.0,33.78,22.529480439557307,3.519868911379654,Haiti,0,America,18.549999,-72.333336,French,,Emerging and Developing Economies,0.0,2004,6.526773,16.002714,0.1654706,0.1824894,0.0012730610738481,32.2556465926011,2.44663258923136,1.81244339695084,0.910299440763014,0.869640207539859,0.0017164829724426,937.784560548411,8.72624636060888,33.8698448799992,0.992515901409202,0.996057365271639,0.0019746920644491,12942.8689391967,128.316389603085,312.790736760918,0.989159455350747,0.997135307717192
HND,Honduras,2004,8869299234.34,1215.14,7298994.0,135.46,22.905861626126622,4.908676393786758,Honduras,0,America,14.083333,-87.23333,Spanish,ESP,Emerging and Developing Economies,0.0,2004,7.1026144,15.803247,0.049824238,0.074762344,0.0017454565928384,7.21056379130306,1.76464056792586,2.02565131357743,0.848993725913652,0.869502868068834,0.0033948267845205,4916.68875955444,71.9206986587219,155.766726011654,0.966043728727486,0.986210057755825,0.002933967950523,39698.659328337,811.119697938724,937.766332446957,0.965146104606113,0.981133443062572
HKG,"Hong Kong SAR, China",2004,169099768875.19,24928.1,6783500.0,326.84,25.85375472605634,5.789470754516507,Hong Kong SAR,0,Asia,22.266666,114.15,English,GBR,Advanced Economies,1.0,2004,10.123751,15.730003,0.0388937,0.046691895,0.0101740188716404,356.930993949613,43.3665125027115,71.2703437573531,0.894335675670704,0.85388059263956,0.0160759511571897,23994.910870987,3739.24418644759,5888.68640135509,0.902499048250948,0.86711755689136,0.0093336030803455,68684.4724008655,7398.12245431055,10997.5674139245,0.966545587841347,0.954546636814334
HUN,Hungary,2004,104015363080.27,10291.27,10107146.0,123.62,25.367804447103648,4.817212344231128,Hungary,1,Europe,47.5,19.049999,Hungarian,,Emerging and Developing Economies,0.0,2004,9.2390509,16.128754,0.20186329,0.1996479,0.0046898688276198,153.065508396376,8.2265925923841,12.7809142749265,0.930570922995281,0.944416842968557,0.0085681675906299,18799.3124963506,2366.94403726544,2147.43409744058,0.949150129597404,0.940320888553021,0.0049482781606723,66321.7312664872,4351.56873021955,4952.76400657436,0.983494687436607,0.980420566342616
ISL,Iceland,2004,13825302535.77,47334.93,292074.0,70.43,23.34976626735371,4.254619308757319,Iceland,0,Europe,64.150002,-21.966667,Icelandic,DNK,Advanced Economies,1.0,2004,10.765004,12.584763,0.18153858,0.19031715,0.0022588145918408,129.577427143197,6.44471668270995,3.9548080819484,0.975643360133107,0.972112816834662,0.0019397316038778,498.467283261507,13.9842948861184,96.7537466622037,0.982164285147306,0.926917001996565,0.002274192232698,17426.9666274579,618.294114285983,655.342797916622,0.979082440119549,0.984306774048173
IND,India,2004,709152728830.78,624.26,1135991513.0,37.5,27.28733675471005,3.624340932976365,India,0,Asia,28.616667,77.216667,English,GBR,Emerging and Developing Economies,0.0,2004,6.4365668,20.850771,0.1373601,0.15438843,0.0030884454545543,452.940207291105,62.0052104033545,4.9120930220638,0.663636803688058,0.628646238261637,0.0083300160698403,7838.58839078044,559.520717927889,1486.04400167109,0.898804665414429,0.817376613669681,0.0124437599119593,67574.6151797131,8320.53075941405,8346.25343083557,0.925276855258604,0.929079908802172
IDN,Indonesia,2004,256836875295.45,1126.84,227926649.0,59.76,26.27170699384065,4.090336540824562,Indonesia,0,Asia,-6.1333332,106.75,Indonesian,NLD,Emerging and Developing Economies,0.0,2004,7.0271726,19.244534,0.077115059,0.089824677,0.0032223453340938,87.0988926960084,6.92138670863588,8.45120664202519,0.700465698545392,0.638836841994637,0.0044447098881559,14257.4941312713,1478.87872849745,1588.27918955385,0.897417928904035,0.874207959546287,0.0067743209425742,66476.4371199654,7513.65884189638,5854.87371259051,0.951961646206424,0.960629892763446
IRN,"Iran, Islamic Rep.",2004,187754571246.7,2672.42,70256316.0,51.31,25.9584014748133,3.937885664953874,Iran,0,Asia,35.666668,51.433334,Persian,,Emerging and Developing Economies,0.0,2004,7.8907394,18.067661,0.19044447,0.21183777,0.0028688629308491,266.020136261897,16.8089520892321,3.90608319030645,0.721258026458367,0.68967103140153,0.0055815400054665,1008.98613247937,49.1724781380337,588.04255436796,0.95137338334681,0.67675698484522,0.0046317092592503,55643.1199064427,4709.53145750613,4233.38802457874,0.973606014130574,0.965514684267264
IRQ,Iraq,2004,36633669269.4,1328.37,27577878.0,120.23,24.32423357987513,4.789406574986818,Iraq,0,Asia,33.333332,44.433334,Arabic,TUR,Emerging and Developing Economies,0.0,2004,7.1917081,17.132524,0.48498011,0.5134964,0.0016192548458499,45.6640928784376,1.97012881669256,1.76224855629334,0.941215448693677,1.0,0.0065266143588765,713.804363255912,41.71842637503,315.739251419922,0.974587885761625,0.865348757877342,0.0033492891358591,51746.838552528,1931.43221346489,1709.01181362824,0.987795012851154,0.995454352788474
IRL,Ireland,2004,194372115041.06,47754.2,4070262.0,146.59,25.99304027753728,4.98763957430194,Ireland,0,Europe,53.333332,-6.25,English,GBR,Advanced Economies,1.0,2004,10.773822,15.219218,0.14754295,0.1658268,0.0041319390523408,200.577767448796,13.5469396112887,9.03177405383884,0.877743971500067,0.878407308290806,0.0068694768385794,13657.6484460841,1718.63275678809,1410.72054116645,0.940889716035475,0.922875059694838,0.0065179397275854,78840.0056936475,10324.4930278476,6249.38372035382,0.986126488110281,0.986289924918215
ISR,Israel,2004,140047984605.09,20568.07,6809000.0,74.97,25.66525094801053,4.31708803351497,Israel,0,Asia,32.083332,34.766666,Hebrew,GBR,Advanced Economies,1.0,2004,9.9314947,15.733756,0.045994759,0.063671112,0.0044731985333997,260.751506185637,19.2471593975307,22.189630168425,0.943408517591564,0.949663641263463,0.0044387752343573,12496.2790176279,897.676151666275,807.783927010412,0.926325773892773,0.886298026238535,0.0051825149478516,65431.948422085,4024.50047871526,4304.89338282748,0.979970031543372,0.979868081947079
ITA,Italy,2004,1812808753294.75,31348.19,57828179.0,47.27,28.22589855581328,3.855875844805145,Italy,0,Europe,41.883335,12.5,Italian,,Advanced Economies,1.0,2004,10.352912,17.872986,0.1281538,0.13559914,0.0112420533217494,704.358583713888,120.721584003153,53.0573141395256,0.844751091795408,0.863975709741771,0.0200869341700668,17367.4385804495,3266.14251382645,3840.42100025745,0.906014195222927,0.863388218080522,0.0293038778933989,99253.2148947265,24287.2739197485,24180.7318401135,0.952577569418514,0.957481250363469
JAM,Jamaica,2004,10174664853.95,3807.56,2672225.0,89.32,23.043166629545865,4.492225426971957,Jamaica,0,America,17.966667,-76.800003,English,GBR,Emerging and Developing Economies,0.0,2004,8.2447443,14.798422,0.070122719,0.07598114,0.0016539102319825,14.0941366273706,2.0328151122623,1.901904440366,0.873575530035336,0.883263888888889,0.002528673414713,184.449352715767,7.30336011390675,101.731889833293,0.963015147107349,0.877004248140904,0.002617353688338,12631.3684832836,365.424806489112,644.841101854896,0.967810814828607,0.981218420744771
JPN,Japan,2004,4893116005656.56,38298.98,127761000.0,23.66,29.21885043644756,3.1637858585502405,Japan,0,Asia,35.666668,139.75,Japanese,,Advanced Economies,1.0,2004,10.553179,18.665672,0.079077721,0.079414368,0.0140387154697814,424.883523325678,52.1317188920945,98.4036791786831,0.844168260038241,0.89099481004731,0.0183122028331821,34947.3968205176,12479.2265233878,6034.14150403318,0.889924490978627,0.876370420144064,0.0310586724590734,114176.347656708,30858.169516466,27472.0181435503,0.950779978263509,0.95788792089428
JOR,Jordan,2004,11411706629.06,1940.09,5882061.0,134.62,23.15790556273449,4.902455994582567,Jordan,0,Asia,31.950001,35.933334,Arabic,GBR,Emerging and Developing Economies,0.0,2004,7.5704894,15.587418,0.088550568,0.11268044,0.0019344851088083,44.6127641779683,2.51649080631349,2.83140130078875,0.905224902268591,0.883279445368485,0.0033062222680823,640.442669579623,53.1633953869675,186.134416370668,0.908848257719112,0.647403652917623,0.0026502991948143,24110.2269879564,778.091563767615,1412.37853248713,0.942977572712071,0.881765103343882
KAZ,Kazakhstan,2004,43151647002.61,2722.47,15850159.0,96.41,24.4879864229852,4.568609930676289,Kazakhstan,1,Asia,51.169998,71.470001,Kazakh,RUS,Emerging and Developing Economies,0.0,2004,7.9092946,16.57869,0.32960558,0.33611107,0.0023034935423664,62.0197069994296,4.44959343848076,2.90903881559608,0.70039793581751,0.660110382455306,0.0043684725829166,1151.97962773243,23.6986683455461,280.049181763884,0.957517180615287,0.817755948077594,0.00289821907511,36534.7559092231,2737.50792820346,1916.92904205028,0.973329530053828,0.974463201694239
KEN,Kenya,2004,16095337093.84,463.66,34713455.0,59.48,23.5017954454878,4.085640121591954,Kenya,0,Africa,-1.2833333,36.833332,English,GBR,Emerging and Developing Economies,0.0,2004,6.1391516,17.362638,0.045807362,0.076864243,0.0020672986561017,37.4524933406665,3.33789176373933,4.57211415772462,0.863066144665877,0.827004787878599,0.0039139046225187,544.69130227642,17.2464770265991,126.237869697362,0.947909995959058,0.774319976975997,0.0026889444702414,12402.0081256387,570.490914926551,802.156111707145,0.945133331821547,0.885184111936197
KIR,Kiribati,2004,104085892.13,1083.27,96085.0,101.36,18.46072700211496,4.618678536012884,Kiribati,0,Pacific,1.3833333,173.14999,English,GBR,Emerging and Developing Economies,0.0,2004,6.9877396,11.472988,0.059691429,0.079769135,0.0008958115900859,1.92409301003898,1.26674316205075,1.15644979283894,0.847087378640777,1.0,0.0016654366486654,21.8386438777548,1.84449338210489,6.45006034924941,0.963161483174849,0.977413249211357,0.0014937904377198,626.910121231206,7.89082834092357,24.2562137014563,0.964460984674153,0.983923460888795
PRK,"Korea, Dem. People's Rep.",2004,1117641279550.969,,24254943.0,,27.74224158009732,,Korea,0,Asia,39.0,125.78333,Korean,JPN,Advanced Economies,1.0,2004,10.738111,17.004131,0.12159348,0.1284008,0.0011474431655923,52.4846078915737,2.99354946922639,1.65051443268007,0.479328977328352,0.438110197760966,0.0014591243096459,1946.14835260257,65.411717217605,48.326441736484,0.90207417357408,0.846996217361468,0.0019789562366953,16423.8898799525,262.805462827291,471.245358090292,0.971876010608221,0.964522480848521
KOR,"Korea, Rep.",2004,793175561887.03,16496.13,48082519.0,70.02,27.39931042359528,4.24878091552652,Korea,0,Asia,37.5,127.0,Korean,JPN,Advanced Economies,1.0,2004,9.7108812,17.688429,0.11713028,0.12109375,0.0066980706286904,369.525709917955,30.4997650465532,39.2018007202985,0.923535240018336,0.92160876458019,0.0142789033546281,29008.3278335613,7983.70292912969,4875.47911336784,0.899125119023704,0.883228740791625,0.0149293146125308,85928.7129389563,15676.256770975,15568.3507033028,0.939906558448729,0.940730980124931
KWT,Kuwait,2004,59439090600.61,27552.28,2157320.0,89.3,24.808217937787497,4.492001487882454,Kuwait,0,Asia,29.333334,48.0,Arabic,GBR,Emerging and Developing Economies,0.0,2004,10.223841,14.584377,0.19413185,0.21636772,0.0029162594788231,53.2111001724346,2.64056647765168,7.59169099704631,0.880037041262869,0.573251990308065,0.0040920611456402,1127.74487258923,39.5591624297302,283.063261623885,0.934473213882424,0.76982315992821,0.0028412672509324,48537.294586793,3515.81857207563,1690.5842763669,0.982094288223617,0.980871459502726
KGZ,Kyrgyz Republic,2004,2211534585.0,433.23,5104713.0,93.82,21.516952493857133,4.541378052900312,Kyrgyz Republic,1,Asia,42.900002,74.599998,Kyrgyz,RUS,Emerging and Developing Economies,0.0,2004,6.0712686,15.445675,0.12975597,0.14187813,0.0009372896228728,7.55100730415232,1.44310812346039,1.69916109853877,0.914405525407005,0.891509433962264,0.0019994735123987,758.76306203433,15.8159103626869,29.4003535827141,0.94065537247272,0.85191649510559,0.0018584704498644,8216.6865137149,192.677447749475,319.687549806549,0.980005492485216,0.976406763152196
LAO,Lao PDR,2004,2366398119.86,409.3,5781626.0,66.08,21.584634855405618,4.190866129212723,Lao P.D.R.,1,Asia,17.983334,102.63333,Lao,FRA,Emerging and Developing Economies,0.0,2004,6.0144482,15.570195,0.14204884,0.15662766,0.0012147891800331,7.95964292892227,1.56225766064568,1.50068112163851,0.945619430149366,1.0,0.0014964722229437,435.606303608435,5.34402078432641,43.8716131535799,0.976320939610643,0.963301675381496,0.0016657337151885,5508.28998619348,119.66339715303,221.397336322158,0.991538591917205,0.985235880166957
LVA,Latvia,2004,13827070378.56,6109.73,2263122.0,97.24,23.34989412927702,4.577182149447922,Latvia,0,Europe,56.950001,24.1,Latvian,RUS,Advanced Economies,1.0,2004,8.717638,14.632256,0.21767616,0.20676231,0.0022121614656116,47.4527719317335,2.75107768544945,2.50018118278148,0.910055901335323,0.929405076230929,0.0023642153563809,1426.54727507008,63.0048220093323,174.766138333681,0.934306933471427,0.854505813905944,0.002705981811353,21073.6733514285,887.3044997262,1214.06755577132,0.970740752245026,0.972268067862008
LBN,Lebanon,2004,21159827992.04,4600.68,4599279.0,90.97,23.775370314982865,4.510529781833971,Lebanon,0,Asia,33.866665,35.5,Arabic,FRA,Emerging and Developing Economies,0.0,2004,8.433959,15.34141,0.036063194,0.05223465,0.0025369485865314,59.0440124482741,3.72474658585757,5.56827120723663,0.879930433093509,0.832052693380302,0.002463290626945,949.790961577413,83.7951985044035,160.812353429179,0.837844343067447,0.536984646538647,0.0028858656897064,11327.429282582,437.449008773916,1369.71338091726,0.93732852420855,0.863530461894155
LSO,Lesotho,2004,1511236655.52,766.69,1971129.0,,21.13619412976,,Lesotho,1,Africa,-29.316668,27.483334,English,GBR,Emerging and Developing Economies,0.0,2004,6.6420827,14.494117,0.27343225,0.26638412,0.0008261204378849,2.72241521161001,1.16583450880587,1.00063095734448,1.0,1.0,0.0014954195387916,389.433436601414,4.14010291327655,17.2817276891779,0.981019112708446,0.994868514276674,0.0016639657448269,13239.7736843742,185.852011365177,150.883685664246,0.994827874612781,0.99555785461324
LBR,Liberia,2004,897000000.0,284.14,3156892.0,,20.61456642002307,,Liberia,0,Africa,6.3333335,-10.766666,English,FRA,Emerging and Developing Economies,0.0,2004,5.649467,14.965098,0.16974497,0.18165398,0.000816920933076,0.380376720974462,1.15202856782664,1.02205642596882,0.736559139784946,0.5,0.0017433715900088,39.9556868169619,2.88439176969504,27.2821664083813,0.982170032625239,0.891937816341287,0.0021308625981238,10493.9303562168,261.27726037195,821.127827714286,0.989627041079915,0.989966414169767
LBY,Libya,2004,33122307692.31,5773.76,5736693.0,96.13,24.223472840736346,4.565701442077724,Libya,0,Africa,32.733334,13.116667,Arabic,TUR,Emerging and Developing Economies,0.0,2004,8.6610785,15.562393,0.21128654,0.23194504,0.0011650994034595,5.55143658405955,1.28539330518172,1.62860029397848,0.864977549711353,1.0,0.0028827188600748,141.752327844649,4.11875889933403,193.52952724852,0.975184587161796,0.977083073339157,0.0025392319451337,51806.0052822977,2593.23293776931,1146.06987104865,0.994790798313128,0.996521893731267
